id,booking_date,checkin_date,checkout_date,nights,rooms,guests,market_id,channel_id,campaign_id,room_revenue,adr,lead_time_days,status
12155,2025-09-29,2025-10-18,2025-10-20,2,1,3,2,1,,560.6,280.3,19,confirmed
12156,2025-09-23,2025-10-18,2025-10-20,2,1,1,7,1,,535.24,267.62,25,confirmed
12157,2025-08-26,2025-10-18,2025-10-21,3,1,3,1,1,,885.96,295.32,53,confirmed
12158,2025-08-27,2025-10-18,2025-10-20,2,1,1,3,1,,626.2,313.1,52,confirmed
12159,2025-10-09,2025-10-18,2025-10-20,2,1,1,9,1,,680.06,340.03,9,confirmed
12160,2025-09-07,2025-10-18,2025-10-19,1,1,1,12,1,,305.16,305.16,41,confirmed
12161,2025-09-08,2025-10-18,2025-10-19,1,1,2,6,1,,325.13,325.13,40,confirmed
12162,2025-10-04,2025-10-18,2025-10-20,2,1,2,1,1,,593.44,296.72,14,confirmed
12163,2025-09-13,2025-10-18,2025-10-19,1,1,3,4,1,,310.37,310.37,35,confirmed
12164,2025-09-27,2025-10-18,2025-10-20,2,1,2,4,1,,560.64,280.32,21,confirmed
12165,2025-10-05,2025-10-18,2025-10-19,1,1,1,3,2,9,255.97,255.97,13,confirmed
12166,2025-10-03,2025-10-18,2025-10-22,4,1,1,12,2,9,1078.2,269.55,15,confirmed
12167,2025-09-23,2025-10-18,2025-10-20,2,1,1,4,2,9,592.34,296.17,25,cancelled
12168,2025-09-21,2025-10-18,2025-10-21,3,1,1,1,2,,794.34,264.78,27,cancelled
12169,2025-10-07,2025-10-18,2025-10-22,4,1,2,5,2,9,1247.8,311.95,11,confirmed
12170,2025-10-03,2025-10-18,2025-10-21,3,1,2,1,3,,799.17,266.39,15,confirmed
12171,2025-09-25,2025-10-18,2025-10-22,4,1,1,5,3,,1163.0,290.75,23,confirmed
12172,2025-10-02,2025-10-18,2025-10-19,1,1,1,1,3,,273.1,273.1,16,confirmed
12173,2025-10-03,2025-10-18,2025-10-20,2,1,3,1,3,,535.5,267.75,15,confirmed
12174,2025-10-09,2025-10-18,2025-10-21,3,1,1,9,4,,860.64,286.88,9,confirmed
12175,2025-09-16,2025-10-18,2025-10-19,1,1,1,1,5,,322.59,322.59,32,cancelled
12176,2025-08-31,2025-10-18,2025-10-19,1,1,1,11,5,,287.02,287.02,48,confirmed
12177,2025-08-07,2025-10-18,2025-10-22,4,1,3,10,5,,1107.72,276.93,72,confirmed
12178,2025-10-10,2025-10-18,2025-10-19,1,1,1,3,6,,241.12,241.12,8,confirmed
12179,2025-10-03,2025-10-18,2025-10-19,1,1,1,4,6,,294.25,294.25,15,confirmed
12180,2025-10-15,2025-10-18,2025-10-20,2,1,1,1,6,,626.54,313.27,3,confirmed
12181,2025-09-17,2025-10-18,2025-10-20,2,1,3,8,6,,600.68,300.34,31,confirmed
12182,2025-10-04,2025-10-18,2025-10-22,4,1,1,11,6,,1065.0,266.25,14,confirmed
12183,2025-10-14,2025-10-18,2025-10-22,4,1,1,2,6,,1182.52,295.63,4,confirmed
12184,2025-10-15,2025-10-18,2025-10-20,2,1,2,12,6,,502.08,251.04,3,confirmed
12185,2025-09-15,2025-10-18,2025-10-19,1,1,1,1,6,,252.23,252.23,33,confirmed
12186,2025-09-25,2025-10-18,2025-10-21,3,1,1,7,6,,779.76,259.92,23,cancelled
12187,2025-10-08,2025-10-18,2025-10-21,3,1,1,4,6,,780.75,260.25,10,confirmed
12188,2025-10-12,2025-10-18,2025-10-19,1,1,2,4,6,,290.69,290.69,6,confirmed
12189,2025-10-06,2025-10-18,2025-10-20,2,1,1,10,6,,592.84,296.42,12,confirmed
12190,2025-10-05,2025-10-18,2025-10-22,4,1,1,11,6,,1066.88,266.72,13,confirmed
12191,2025-10-06,2025-10-18,2025-10-19,1,1,3,1,6,,314.81,314.81,12,cancelled
12192,2025-09-27,2025-10-18,2025-10-22,4,1,3,2,7,,1197.72,299.43,21,confirmed
12193,2025-10-09,2025-10-18,2025-10-21,3,1,3,5,7,,748.05,249.35,9,confirmed
12194,2025-10-02,2025-10-18,2025-10-21,3,1,2,9,7,,749.61,249.87,16,confirmed
12195,2025-09-23,2025-10-19,2025-10-23,4,1,3,6,1,,960.8,240.2,26,confirmed
12196,2025-09-16,2025-10-19,2025-10-20,1,1,1,2,1,,268.78,268.78,33,confirmed
12197,2025-09-13,2025-10-19,2025-10-22,3,1,3,5,1,,815.46,271.82,36,confirmed
12198,2025-09-19,2025-10-19,2025-10-23,4,1,2,7,1,,937.76,234.44,30,confirmed
12199,2025-09-25,2025-10-19,2025-10-22,3,1,1,4,1,,823.95,274.65,24,confirmed
12200,2025-10-12,2025-10-19,2025-10-21,2,1,3,2,2,,533.7,266.85,7,confirmed
12201,2025-10-06,2025-10-19,2025-10-20,1,1,2,8,2,,240.33,240.33,13,confirmed
12202,2025-08-18,2025-10-19,2025-10-20,1,1,3,5,2,,262.59,262.59,62,confirmed
12203,2025-10-08,2025-10-19,2025-10-21,2,1,1,6,2,9,528.48,264.24,11,cancelled
12204,2025-10-08,2025-10-19,2025-10-21,2,1,3,8,2,,509.3,254.65,11,confirmed
12205,2025-09-26,2025-10-19,2025-10-20,1,1,3,2,4,,250.27,250.27,23,confirmed
12206,2025-08-19,2025-10-19,2025-10-23,4,1,1,7,5,,1015.64,253.91,61,confirmed
12207,2025-09-20,2025-10-19,2025-10-20,1,1,1,3,5,,257.5,257.5,29,confirmed
12208,2025-09-15,2025-10-19,2025-10-20,1,1,1,3,5,,258.17,258.17,34,confirmed
12209,2025-10-18,2025-10-19,2025-10-22,3,1,2,6,6,,684.81,228.27,1,confirmed
12210,2025-10-15,2025-10-19,2025-10-20,1,1,1,8,6,,267.27,267.27,4,confirmed
12211,2025-10-14,2025-10-19,2025-10-20,1,1,2,1,6,,205.86,205.86,5,confirmed
12212,2025-09-25,2025-10-19,2025-10-20,1,1,1,12,6,,232.5,232.5,24,confirmed
12213,2025-09-24,2025-10-19,2025-10-20,1,1,1,1,6,,223.47,223.47,25,confirmed
12214,2025-09-30,2025-10-19,2025-10-21,2,1,1,1,7,,525.62,262.81,19,confirmed
12215,2025-10-17,2025-10-19,2025-10-21,2,1,1,7,7,,513.82,256.91,2,cancelled
12216,2025-08-06,2025-10-19,2025-10-20,1,1,2,6,7,,279.82,279.82,74,confirmed
12217,2025-10-11,2025-10-19,2025-10-20,1,1,1,3,7,,229.36,229.36,8,confirmed
12218,2025-10-08,2025-10-19,2025-10-20,1,1,3,5,7,,266.34,266.34,11,confirmed
12219,2025-08-31,2025-10-20,2025-10-22,2,1,3,2,1,,511.3,255.65,50,confirmed
12220,2025-10-18,2025-10-20,2025-10-28,8,1,2,1,1,,2390.4,298.8,2,confirmed
12221,2025-08-31,2025-10-20,2025-10-22,2,1,2,5,4,,504.0,252.0,50,confirmed
12222,2025-10-04,2025-10-20,2025-10-22,2,1,1,1,4,,471.06,235.53,16,confirmed
12223,2025-09-14,2025-10-20,2025-10-21,1,1,2,9,5,,281.76,281.76,36,confirmed
12224,2025-10-17,2025-10-20,2025-10-23,3,1,3,1,6,,842.91,280.97,3,confirmed
12225,2025-10-17,2025-10-20,2025-10-27,7,1,3,2,6,,1624.21,232.03,3,confirmed
12226,2025-10-18,2025-10-20,2025-10-22,2,1,3,4,6,,445.64,222.82,2,confirmed
12227,2025-10-12,2025-10-20,2025-10-21,1,1,2,2,6,,233.13,233.13,8,confirmed
12228,2025-10-17,2025-10-20,2025-10-21,1,1,2,4,6,,220.2,220.2,3,confirmed
12229,2025-10-12,2025-10-20,2025-10-22,2,1,2,4,6,,415.34,207.67,8,confirmed
12230,2025-10-07,2025-10-21,2025-10-25,4,1,3,9,1,,1053.56,263.39,14,confirmed
12231,2025-09-04,2025-10-21,2025-10-22,1,1,1,1,1,,273.05,273.05,47,confirmed
12232,2025-10-19,2025-10-21,2025-10-22,1,1,3,1,1,,247.64,247.64,2,confirmed
12233,2025-09-22,2025-10-21,2025-10-22,1,1,3,7,1,,294.54,294.54,29,confirmed
12234,2025-10-07,2025-10-21,2025-10-22,1,1,3,1,1,,245.8,245.8,14,confirmed
12235,2025-10-18,2025-10-21,2025-10-23,2,1,1,7,1,,553.96,276.98,3,confirmed
12236,2025-10-11,2025-10-21,2025-10-22,1,1,2,4,2,9,249.17,249.17,10,confirmed
12237,2025-09-12,2025-10-21,2025-10-23,2,1,1,2,2,9,572.44,286.22,39,confirmed
12238,2025-10-10,2025-10-21,2025-10-22,1,1,2,7,2,9,274.55,274.55,11,confirmed
12239,2025-08-31,2025-10-21,2025-10-24,3,1,3,1,5,,698.58,232.86,51,confirmed
12240,2025-10-17,2025-10-21,2025-10-23,2,1,1,1,6,,541.72,270.86,4,confirmed
12241,2025-10-11,2025-10-21,2025-10-25,4,1,1,3,6,,1039.2,259.8,10,confirmed
12242,2025-10-09,2025-10-21,2025-10-22,1,1,2,1,6,,241.36,241.36,12,confirmed
12243,2025-10-15,2025-10-21,2025-10-22,1,1,1,1,6,,246.95,246.95,6,confirmed
12244,2025-10-03,2025-10-21,2025-10-22,1,1,1,1,6,,270.83,270.83,18,confirmed
12245,2025-10-12,2025-10-21,2025-10-24,3,1,2,10,6,,689.07,229.69,9,confirmed
12246,2025-10-13,2025-10-21,2025-10-27,6,1,2,3,6,,1644.36,274.06,8,confirmed
12247,2025-10-12,2025-10-21,2025-10-26,5,1,1,4,7,,1139.0,227.8,9,confirmed
12248,2025-10-05,2025-10-22,2025-10-26,4,1,1,1,1,,944.88,236.22,17,confirmed
12249,2025-08-10,2025-10-22,2025-10-26,4,1,1,1,1,,1011.92,252.98,73,confirmed
12250,2025-09-30,2025-10-22,2025-10-24,2,1,2,3,1,,511.12,255.56,22,confirmed
12251,2025-10-03,2025-10-22,2025-10-23,1,1,3,1,1,,238.34,238.34,19,confirmed
12252,2025-09-03,2025-10-22,2025-10-24,2,1,2,11,1,,513.74,256.87,49,confirmed
12253,2025-09-30,2025-10-22,2025-10-28,6,1,3,1,1,,1315.68,219.28,22,confirmed
12254,2025-08-22,2025-10-22,2025-10-23,1,1,1,10,1,,208.3,208.3,61,confirmed
12255,2025-10-03,2025-10-22,2025-10-24,2,1,1,2,2,,516.54,258.27,19,cancelled
12256,2025-08-13,2025-10-22,2025-10-23,1,1,3,1,2,9,220.33,220.33,70,confirmed
12257,2025-09-18,2025-10-22,2025-10-23,1,1,3,2,2,,206.62,206.62,34,confirmed
12258,2025-10-14,2025-10-22,2025-10-29,7,1,2,2,2,9,2052.82,293.26,8,confirmed
12259,2025-10-05,2025-10-22,2025-10-23,1,1,2,1,2,9,247.97,247.97,17,confirmed
12260,2025-10-07,2025-10-22,2025-10-25,3,1,3,9,2,,743.4,247.8,15,confirmed
12261,2025-09-18,2025-10-22,2025-10-27,5,1,1,8,4,,1167.35,233.47,34,confirmed
12262,2025-10-08,2025-10-22,2025-10-23,1,1,1,5,5,,204.14,204.14,14,confirmed
12263,2025-10-13,2025-10-22,2025-10-24,2,1,3,1,6,,463.54,231.77,9,confirmed
12264,2025-09-26,2025-10-22,2025-10-23,1,1,3,1,6,,248.36,248.36,26,confirmed
12265,2025-09-27,2025-10-22,2025-10-24,2,1,1,4,7,,500.36,250.18,25,confirmed
12266,2025-10-20,2025-10-23,2025-10-24,1,1,1,5,1,,272.9,272.9,3,confirmed
12267,2025-08-25,2025-10-23,2025-10-25,2,1,3,4,1,,504.38,252.19,59,confirmed
12268,2025-09-28,2025-10-23,2025-10-25,2,1,1,2,1,,506.86,253.43,25,confirmed
12269,2025-10-08,2025-10-23,2025-10-24,1,1,3,12,1,,300.54,300.54,15,confirmed
12270,2025-10-15,2025-10-23,2025-10-25,2,1,3,6,1,,516.76,258.38,8,confirmed
12271,2025-10-09,2025-10-23,2025-10-27,4,1,1,6,1,,948.28,237.07,14,cancelled
12272,2025-10-12,2025-10-23,2025-10-27,4,1,2,4,1,,871.4,217.85,11,cancelled
12273,2025-09-16,2025-10-23,2025-10-25,2,1,1,8,2,9,464.66,232.33,37,confirmed
12274,2025-09-25,2025-10-23,2025-10-29,6,1,2,1,2,9,1234.62,205.77,28,confirmed
12275,2025-10-03,2025-10-23,2025-10-25,2,1,2,10,2,9,500.6,250.3,20,confirmed
12276,2025-10-10,2025-10-23,2025-10-24,1,1,3,9,2,9,237.79,237.79,13,cancelled
12277,2025-09-27,2025-10-23,2025-10-25,2,1,1,2,2,9,493.98,246.99,26,cancelled
12278,2025-10-06,2025-10-23,2025-10-24,1,1,3,5,2,9,235.61,235.61,17,confirmed
12279,2025-10-03,2025-10-23,2025-10-27,4,1,1,11,2,9,996.24,249.06,20,confirmed
12280,2025-09-24,2025-10-23,2025-10-27,4,1,3,2,2,9,927.24,231.81,29,confirmed
12281,2025-09-06,2025-10-23,2025-10-26,3,1,3,7,2,,696.96,232.32,47,confirmed
12282,2025-10-13,2025-10-23,2025-10-26,3,1,2,2,2,,886.71,295.57,10,cancelled
12283,2025-10-03,2025-10-23,2025-10-27,4,1,2,4,3,,972.48,243.12,20,confirmed
12284,2025-10-11,2025-10-23,2025-10-25,2,1,1,10,3,,511.7,255.85,12,confirmed
12285,2025-10-21,2025-10-23,2025-10-26,3,1,1,2,4,,814.11,271.37,2,confirmed
12286,2025-09-23,2025-10-23,2025-10-24,1,1,2,1,4,,270.35,270.35,30,cancelled
12287,2025-10-18,2025-10-23,2025-10-27,4,1,1,1,5,,1016.72,254.18,5,confirmed
12288,2025-10-11,2025-10-23,2025-10-24,1,1,3,1,6,,261.8,261.8,12,cancelled
12289,2025-10-06,2025-10-23,2025-10-24,1,1,2,1,6,,212.12,212.12,17,confirmed
12290,2025-10-06,2025-10-23,2025-10-26,3,1,1,1,6,,661.95,220.65,17,confirmed
12291,2025-10-21,2025-10-23,2025-10-25,2,1,2,7,6,,417.84,208.92,2,cancelled
12292,2025-10-10,2025-10-23,2025-10-27,4,1,1,1,6,,1019.36,254.84,13,confirmed
12293,2025-10-21,2025-10-23,2025-10-26,3,1,3,7,6,,670.5,223.5,2,cancelled
12294,2025-10-20,2025-10-23,2025-10-28,5,1,3,1,6,,1189.9,237.98,3,confirmed
12295,2025-10-12,2025-10-23,2025-10-26,3,1,2,1,6,,755.31,251.77,11,confirmed
12296,2025-10-12,2025-10-23,2025-10-24,1,1,3,9,6,,228.4,228.4,11,confirmed
12297,2025-10-23,2025-10-23,2025-10-24,1,1,2,8,6,,205.13,205.13,0,confirmed
12298,2025-10-06,2025-10-23,2025-10-24,1,1,2,4,6,,252.45,252.45,17,confirmed
12299,2025-10-18,2025-10-23,2025-10-24,1,1,1,1,6,,254.22,254.22,5,confirmed
12300,2025-09-19,2025-10-23,2025-10-25,2,1,2,3,7,,502.98,251.49,34,cancelled
12301,2025-10-02,2025-10-23,2025-10-25,2,1,3,5,7,,462.04,231.02,21,confirmed
12302,2025-10-12,2025-10-24,2025-10-25,1,1,3,8,1,,291.75,291.75,12,confirmed
12303,2025-10-04,2025-10-24,2025-10-26,2,1,2,1,1,,520.7,260.35,20,confirmed
12304,2025-09-25,2025-10-24,2025-10-25,1,1,1,10,1,,308.96,308.96,29,confirmed
12305,2025-10-07,2025-10-24,2025-10-26,2,1,3,4,1,,552.28,276.14,17,confirmed
12306,2025-10-24,2025-10-24,2025-10-26,2,1,1,12,1,,590.26,295.13,0,confirmed
12307,2025-09-07,2025-10-24,2025-10-25,1,1,2,6,1,,265.36,265.36,47,confirmed
12308,2025-10-17,2025-10-24,2025-10-25,1,1,3,1,1,,307.86,307.86,7,confirmed
12309,2025-09-23,2025-10-24,2025-10-28,4,1,3,3,1,,1104.88,276.22,31,confirmed
12310,2025-10-10,2025-10-24,2025-10-25,1,1,3,1,1,,289.49,289.49,14,confirmed
12311,2025-08-27,2025-10-24,2025-10-28,4,1,1,2,2,9,1348.44,337.11,58,confirmed
12312,2025-10-17,2025-10-24,2025-10-25,1,1,2,1,2,9,281.6,281.6,7,confirmed
12313,2025-10-11,2025-10-24,2025-10-25,1,1,1,5,2,9,310.71,310.71,13,confirmed
12314,2025-09-23,2025-10-24,2025-10-26,2,1,1,4,2,,570.46,285.23,31,confirmed
12315,2025-10-19,2025-10-24,2025-10-26,2,1,2,1,2,,635.9,317.95,5,confirmed
12316,2025-10-15,2025-10-24,2025-10-27,3,1,1,3,3,,732.9,244.3,9,cancelled
12317,2025-09-29,2025-10-24,2025-10-26,2,1,2,11,3,,567.64,283.82,25,confirmed
12318,2025-08-22,2025-10-24,2025-10-25,1,1,2,9,4,,319.6,319.6,63,confirmed
12319,2025-10-09,2025-10-24,2025-10-28,4,1,1,1,4,,893.28,223.32,15,confirmed
12320,2025-10-15,2025-10-24,2025-10-25,1,1,2,1,5,,285.25,285.25,9,cancelled
12321,2025-10-18,2025-10-24,2025-10-25,1,1,2,2,5,,269.72,269.72,6,confirmed
12322,2025-10-14,2025-10-24,2025-10-25,1,1,2,7,5,,285.95,285.95,10,cancelled
12323,2025-10-06,2025-10-24,2025-10-26,2,1,1,3,5,,560.54,280.27,18,confirmed
12324,2025-10-11,2025-10-24,2025-10-26,2,1,3,4,5,,516.76,258.38,13,confirmed
12325,2025-10-14,2025-10-24,2025-10-25,1,1,1,1,6,,239.59,239.59,10,confirmed
12326,2025-10-17,2025-10-24,2025-10-27,3,1,2,9,6,,752.4,250.8,7,confirmed
12327,2025-10-18,2025-10-24,2025-10-27,3,1,2,4,6,,852.93,284.31,6,confirmed
12328,2025-10-17,2025-10-24,2025-10-25,1,1,1,4,6,,258.82,258.82,7,confirmed
12329,2025-10-17,2025-10-24,2025-10-28,4,1,3,1,6,,1079.8,269.95,7,confirmed
12330,2025-09-26,2025-10-24,2025-10-28,4,1,1,1,6,,966.32,241.58,28,confirmed
12331,2025-10-06,2025-10-24,2025-10-28,4,1,3,4,6,,1139.56,284.89,18,confirmed
12332,2025-09-27,2025-10-24,2025-10-25,1,1,1,1,6,,247.4,247.4,27,confirmed
12333,2025-10-10,2025-10-24,2025-10-26,2,1,2,4,7,,562.82,281.41,14,confirmed
12334,2025-10-05,2025-10-25,2025-10-26,1,1,3,3,1,,286.33,286.33,20,confirmed
12335,2025-08-05,2025-10-25,2025-10-27,2,1,1,10,1,,613.9,306.95,81,confirmed
12336,2025-10-17,2025-10-25,2025-10-26,1,1,1,1,1,,284.46,284.46,8,confirmed
12337,2025-09-14,2025-10-25,2025-10-28,3,1,1,3,1,,912.57,304.19,41,confirmed
12338,2025-10-14,2025-10-25,2025-10-27,2,1,1,9,1,,581.04,290.52,11,confirmed
12339,2025-10-24,2025-10-25,2025-10-27,2,1,1,2,1,,556.34,278.17,1,confirmed
12340,2025-10-18,2025-10-25,2025-10-28,3,1,3,2,1,,863.34,287.78,7,confirmed
12341,2025-09-15,2025-10-25,2025-10-26,1,1,2,5,2,9,307.96,307.96,40,confirmed
12342,2025-10-20,2025-10-25,2025-10-27,2,1,1,2,2,,506.92,253.46,5,confirmed
12343,2025-09-20,2025-10-25,2025-10-28,3,1,1,3,2,,893.16,297.72,35,cancelled
12344,2025-09-29,2025-10-25,2025-10-26,1,1,3,9,2,9,294.19,294.19,26,confirmed
12345,2025-10-11,2025-10-25,2025-10-27,2,1,2,8,2,9,469.56,234.78,14,confirmed
12346,2025-10-18,2025-10-25,2025-10-27,2,1,3,4,2,,586.64,293.32,7,confirmed
12347,2025-10-02,2025-10-25,2025-10-26,1,1,1,1,3,,261.74,261.74,23,cancelled
12348,2025-10-21,2025-10-25,2025-10-27,2,1,3,10,3,,574.44,287.22,4,confirmed
12349,2025-08-29,2025-10-25,2025-10-26,1,1,3,1,4,,242.87,242.87,57,confirmed
12350,2025-10-14,2025-10-25,2025-10-26,1,1,3,2,4,,264.32,264.32,11,confirmed
12351,2025-10-10,2025-10-25,2025-10-26,1,1,1,1,5,,268.31,268.31,15,confirmed
12352,2025-10-05,2025-10-25,2025-10-26,1,1,3,4,5,,279.77,279.77,20,confirmed
12353,2025-10-21,2025-10-25,2025-10-29,4,1,3,8,5,,1174.08,293.52,4,confirmed
12354,2025-10-16,2025-10-25,2025-10-29,4,1,3,11,5,,1102.68,275.67,9,confirmed
12355,2025-10-10,2025-10-25,2025-10-27,2,1,1,1,6,,536.42,268.21,15,cancelled
12356,2025-10-22,2025-10-25,2025-10-26,1,1,3,2,6,,241.88,241.88,3,confirmed
12357,2025-10-13,2025-10-25,2025-10-29,4,1,3,2,6,,1201.68,300.42,12,confirmed
12358,2025-10-20,2025-10-25,2025-10-26,1,1,1,5,6,,259.62,259.62,5,confirmed
12359,2025-09-27,2025-10-25,2025-10-27,2,1,1,11,7,,567.92,283.96,28,confirmed
12360,2025-08-22,2025-10-25,2025-10-26,1,1,3,1,7,,308.93,308.93,64,confirmed
12361,2025-10-20,2025-10-26,2025-10-27,1,1,2,3,1,,275.72,275.72,6,confirmed
12362,2025-10-08,2025-10-26,2025-10-27,1,1,3,8,1,,253.14,253.14,18,confirmed
12363,2025-10-19,2025-10-26,2025-10-29,3,1,2,10,1,,749.73,249.91,7,cancelled
12364,2025-10-06,2025-10-26,2025-10-28,2,1,1,4,1,,496.56,248.28,20,confirmed
12365,2025-09-26,2025-10-26,2025-10-29,3,1,1,8,1,,826.8,275.6,30,confirmed
12366,2025-09-21,2025-10-26,2025-10-28,2,1,3,1,1,,452.18,226.09,35,confirmed
12367,2025-10-14,2025-10-26,2025-10-27,1,1,1,1,1,,250.9,250.9,12,confirmed
12368,2025-10-15,2025-10-26,2025-10-27,1,1,3,2,2,9,266.46,266.46,11,confirmed
12369,2025-10-19,2025-10-26,2025-10-30,4,1,1,6,2,9,934.76,233.69,7,confirmed
12370,2025-10-01,2025-10-26,2025-10-29,3,1,2,5,2,9,858.12,286.04,25,confirmed
12371,2025-10-18,2025-10-26,2025-10-27,1,1,2,4,2,9,274.34,274.34,8,cancelled
12372,2025-09-26,2025-10-26,2025-10-28,2,1,2,12,2,9,490.32,245.16,30,cancelled
12373,2025-10-11,2025-10-26,2025-11-04,9,1,3,4,3,,2176.02,241.78,15,confirmed
12374,2025-10-12,2025-10-26,2025-10-30,4,1,1,10,4,,1038.4,259.6,14,confirmed
12375,2025-09-26,2025-10-26,2025-10-27,1,1,2,2,5,,278.8,278.8,30,confirmed
12376,2025-10-12,2025-10-26,2025-10-27,1,1,3,3,6,,244.17,244.17,14,confirmed
12377,2025-10-23,2025-10-26,2025-10-28,2,1,1,1,6,,337.5,168.75,3,cancelled
12378,2025-10-12,2025-10-26,2025-10-27,1,1,3,1,6,,208.99,208.99,14,confirmed
12379,2025-10-04,2025-10-26,2025-10-27,1,1,1,1,6,,239.11,239.11,22,confirmed
12380,2025-10-10,2025-10-26,2025-10-28,2,1,1,5,6,,468.26,234.13,16,confirmed
12381,2025-10-23,2025-10-26,2025-10-27,1,1,2,6,6,,284.18,284.18,3,confirmed
12382,2025-10-17,2025-10-26,2025-10-27,1,1,2,2,6,,236.38,236.38,9,confirmed
12383,2025-10-02,2025-10-27,2025-10-28,1,1,2,7,1,,286.34,286.34,25,confirmed
12384,2025-09-21,2025-10-27,2025-10-30,3,1,2,2,1,,730.59,243.53,36,confirmed
12385,2025-10-25,2025-10-27,2025-11-02,6,1,1,8,1,,1528.62,254.77,2,cancelled
12386,2025-10-13,2025-10-27,2025-10-28,1,1,1,1,2,,244.18,244.18,14,confirmed
12387,2025-10-08,2025-10-27,2025-11-01,5,1,3,6,2,9,1159.15,231.83,19,confirmed
12388,2025-10-05,2025-10-27,2025-10-29,2,1,1,1,2,9,535.76,267.88,22,confirmed
12389,2025-09-21,2025-10-27,2025-10-29,2,1,1,1,2,,519.36,259.68,36,cancelled
12390,2025-10-20,2025-10-27,2025-10-31,4,1,2,3,2,,842.28,210.57,7,confirmed
12391,2025-10-04,2025-10-27,2025-11-04,8,1,2,2,2,9,1770.0,221.25,23,confirmed
12392,2025-10-14,2025-10-27,2025-10-30,3,1,2,10,2,9,807.99,269.33,13,confirmed
12393,2025-10-23,2025-10-27,2025-10-30,3,1,1,8,2,,766.86,255.62,4,confirmed
12394,2025-10-23,2025-10-27,2025-11-01,5,1,3,3,3,,1023.6,204.72,4,confirmed
12395,2025-10-12,2025-10-27,2025-11-03,7,1,2,1,3,,1762.32,251.76,15,confirmed
12396,2025-07-23,2025-10-27,2025-10-28,1,1,3,1,4,,279.26,279.26,96,confirmed
12397,2025-10-24,2025-10-27,2025-11-01,5,1,3,9,4,,1296.85,259.37,3,confirmed
12398,2025-10-17,2025-10-27,2025-11-02,6,1,1,7,5,,1571.46,261.91,10,confirmed
12399,2025-10-15,2025-10-27,2025-10-30,3,1,1,1,5,,767.04,255.68,12,cancelled
12400,2025-10-27,2025-10-27,2025-10-28,1,1,3,5,6,,244.24,244.24,0,cancelled
12401,2025-10-26,2025-10-27,2025-10-30,3,1,3,1,6,,702.81,234.27,1,confirmed
12402,2025-09-23,2025-10-27,2025-10-28,1,1,1,4,6,,240.27,240.27,34,confirmed
12403,2025-10-22,2025-10-27,2025-10-31,4,1,3,1,6,,990.12,247.53,5,confirmed
12404,2025-09-11,2025-10-27,2025-10-28,1,1,3,6,7,,222.73,222.73,46,cancelled
12405,2025-10-20,2025-10-27,2025-10-28,1,1,3,12,7,,250.68,250.68,7,confirmed
12406,2025-09-22,2025-10-28,2025-10-29,1,1,2,1,1,,251.17,251.17,36,confirmed
12407,2025-10-23,2025-10-28,2025-10-30,2,1,3,9,1,,545.78,272.89,5,confirmed
12408,2025-10-11,2025-10-28,2025-10-29,1,1,3,7,1,,278.54,278.54,17,cancelled
12409,2025-10-21,2025-10-28,2025-10-29,1,1,1,10,1,,226.24,226.24,7,confirmed
12410,2025-10-25,2025-10-28,2025-10-30,2,1,3,5,2,,518.42,259.21,3,confirmed
12411,2025-10-17,2025-10-28,2025-10-30,2,1,2,1,2,9,448.76,224.38,11,confirmed
12412,2025-08-30,2025-10-28,2025-10-29,1,1,1,2,2,9,228.96,228.96,59,confirmed
12413,2025-09-07,2025-10-28,2025-10-30,2,1,2,12,3,,494.68,247.34,51,confirmed
12414,2025-10-13,2025-10-28,2025-10-29,1,1,1,1,3,,224.99,224.99,15,confirmed
12415,2025-10-16,2025-10-28,2025-10-30,2,1,1,4,3,,465.42,232.71,12,confirmed
12416,2025-10-19,2025-10-28,2025-10-29,1,1,2,1,4,,226.46,226.46,9,cancelled
12417,2025-10-19,2025-10-28,2025-10-29,1,1,1,11,6,,231.83,231.83,9,confirmed
12418,2025-10-09,2025-10-28,2025-11-03,6,1,3,4,6,,1484.22,247.37,19,confirmed
12419,2025-10-25,2025-10-28,2025-10-30,2,1,3,1,6,,477.38,238.69,3,confirmed
12420,2025-10-23,2025-10-28,2025-10-29,1,1,2,9,6,,235.18,235.18,5,confirmed
12421,2025-10-13,2025-10-28,2025-10-29,1,1,3,1,6,,261.23,261.23,15,cancelled
12422,2025-10-14,2025-10-28,2025-10-30,2,1,1,6,6,,539.84,269.92,14,confirmed
12423,2025-09-29,2025-10-28,2025-11-04,7,1,2,2,7,,2091.04,298.72,29,confirmed
12424,2025-10-17,2025-10-29,2025-10-31,2,1,1,1,1,,542.86,271.43,12,cancelled
12425,2025-10-02,2025-10-29,2025-10-31,2,1,1,6,1,,463.92,231.96,27,cancelled
12426,2025-10-13,2025-10-29,2025-10-30,1,1,3,2,1,,242.96,242.96,16,confirmed
12427,2025-08-29,2025-10-29,2025-10-30,1,1,3,6,1,,227.89,227.89,61,confirmed
12428,2025-10-24,2025-10-29,2025-11-02,4,1,3,5,1,,1078.44,269.61,5,confirmed
12429,2025-10-29,2025-10-29,2025-11-02,4,1,2,2,1,,952.68,238.17,0,confirmed
12430,2025-09-21,2025-10-29,2025-11-01,3,1,2,2,1,,798.24,266.08,38,confirmed
12431,2025-10-28,2025-10-29,2025-10-31,2,1,2,2,2,,503.8,251.9,1,confirmed
